01/23/2015,29%,3%,-68%
01/22/2015,51%,8%,-41%
01/21/2015,13%,48%,-39%
01/20/2015,25%,41%,34%
01/19/2015,42%,11%,48%
01/16/2015,22%,20%,58%
01/15/2015,0%,70%,-30%
01/14/2015,57%,40%,-2%
01/13/2015,50%,2%,49%
01/12/2015,13%,2%,85%
01/09/2015,65%,1%,34%
01/08/2015,45%,35%,20%
01/07/2015,41%,18%,-41%
01/06/2015,16%,10%,74%
01/05/2015,22%,50%,-29%
12/31/2014,14%,13%,73%
12/30/2014,35%,39%,-26%
12/29/2014,8%,27%,-65%
12/26/2014,8%,15%,76%
12/25/2014,38%,56%,5%
12/24/2014,5%,0%,95%
12/23/2014,63%,15%,-22%
12/22/2014,0%,87%,-13%
12/19/2014,0%,32%,-68%
12/18/2014,22%,65%,-14%
12/17/2014,0%,58%,-42%
12/16/2014,19%,25%,-56%
12/15/2014,48%,31%,20%
12/12/2014,32%,58%,-11%
12/11/2014,50%,47%,-3%
12/10/2014,8%,1%,91%
12/09/2014,69%,1%,-31%
12/08/2014,56%,7%,37%
12/05/2014,4%,82%,-14%
12/04/2014,6%,0%,94%
12/03/2014,6%,41%,53%
12/02/2014,33%,43%,-24%
12/01/2014,17%,44%,-39%
11/28/2014,11%,32%,-57%
11/27/2014,32%,34%,34%
11/26/2014,12%,39%,-48%
11/25/2014,19%,52%,29%
11/24/2014,0%,51%,-49%
11/21/2014,36%,25%,39%
11/20/2014,17%,2%,-81%
11/19/2014,33%,0%,67%
11/18/2014,51%,44%,-5%
11/17/2014,71%,2%,28%
11/14/2014,21%,77%,2%
11/13/2014,0%,92%,-8%
11/12/2014,10%,46%,44%
11/11/2014,0%,65%,-35%
11/10/2014,44%,52%,-4%
11/07/2014,16%,36%,48%
11/06/2014,8%,31%,-61%
11/05/2014,57%,17%,-27%
11/04/2014,0%,60%,-40%
11/03/2014,51%,28%,21%
10/31/2014,19%,74%,-8%
10/30/2014,63%,7%,-30%
10/29/2014,54%,8%,38%
10/28/2014,43%,3%,54%
10/27/2014,8%,0%,92%
10/24/2014,46%,12%,42%
10/23/2014,2%,31%,-67%
10/22/2014,5%,61%,-34%
10/21/2014,0%,5%,-95%
10/20/2014,27%,39%,33%
10/17/2014,37%,11%,-52%
10/16/2014,40%,13%,-47%
10/15/2014,29%,21%,50%
10/14/2014,35%,26%,-39%
10/13/2014,32%,36%,-33%
10/10/2014,52%,1%,46%
10/09/2014,11%,2%,87%
10/08/2014,10%,43%,-47%
09/30/2014,36%,0%,64%
09/29/2014,65%,0%,35%
09/26/2014,54%,30%,-16%
09/25/2014,46%,14%,-40%
09/24/2014,19%,6%,75%
09/23/2014,33%,56%,11%
09/22/2014,19%,53%,-28%
09/19/2014,4%,27%,69%
09/18/2014,46%,3%,51%
09/17/2014,16%,45%,-39%
09/16/2014,4%,1%,-95%
09/15/2014,0%,73%,-27%
09/12/2014,30%,68%,2%
09/11/2014,25%,1%,74%
09/10/2014,18%,50%,32%
09/09/2014,59%,12%,-29%
09/05/2014,29%,17%,-55%
09/04/2014,15%,58%,27%
09/03/2014,35%,10%,55%
09/02/2014,0%,53%,-47%
09/01/2014,3%,1%,96%
08/29/2014,24%,28%,48%
08/28/2014,58%,24%,-18%
08/27/2014,57%,16%,27%
08/26/2014,3%,9%,-88%
08/25/2014,24%,6%,-69%
08/22/2014,33%,44%,-23%
08/21/2014,18%,0%,82%
08/20/2014,27%,14%,-59%
08/19/2014,87%,4%,-9%
08/18/2014,11%,2%,87%
08/15/2014,22%,44%,34%
08/14/2014,63%,33%,5%
08/13/2014,18%,29%,-52%
08/12/2014,0%,74%,-26%
08/11/2014,77%,8%,15%
08/08/2014,74%,11%,-15%
08/07/2014,57%,1%,42%
08/06/2014,0%,40%,60%
08/05/2014,35%,24%,41%
08/04/2014,42%,48%,-10%
08/01/2014,38%,8%,-54%
07/31/2014,0%,56%,-44%
07/30/2014,54%,0%,46%
07/29/2014,24%,13%,64%
07/28/2014,56%,0%,44%
07/25/2014,20%,0%,80%
07/24/2014,8%,56%,36%
07/23/2014,3%,34%,-63%
07/22/2014,13%,41%,46%
07/21/2014,10%,24%,-66%
07/18/2014,9%,40%,-51%
07/17/2014,38%,18%,44%
07/16/2014,41%,7%,-52%
07/15/2014,33%,29%,-38%
07/14/2014,16%,74%,10%
07/11/2014,32%,0%,68%
07/10/2014,14%,18%,-68%
07/09/2014,61%,21%,-17%
07/08/2014,0%,29%,-71%
07/07/2014,4%,20%,-76%
07/04/2014,24%,49%,27%
07/03/2014,5%,24%,-71%
07/02/2014,47%,40%,-13%
07/01/2014,18%,39%,-44%
06/30/2014,23%,66%,-11%
06/27/2014,10%,20%,70%
06/26/2014,17%,26%,57%
06/25/2014,19%,67%,-13%
06/24/2014,75%,10%,15%
06/23/2014,24%,3%,73%
06/20/2014,39%,36%,25%
06/19/2014,29%,29%,-42%
06/18/2014,40%,14%,-46%
06/17/2014,0%,19%,-81%
06/16/2014,0%,60%,-40%
06/13/2014,0%,51%,49%
06/12/2014,16%,38%,-46%
06/11/2014,37%,22%,41%
06/10/2014,11%,17%,72%
06/09/2014,8%,10%,-83%
06/06/2014,59%,18%,-24%
06/05/2014,32%,0%,68%
06/04/2014,21%,36%,-43%
06/03/2014,28%,0%,72%
05/30/2014,40%,18%,42%
05/29/2014,23%,25%,-53%
05/28/2014,2%,0%,98%
05/27/2014,25%,20%,-55%
05/26/2014,11%,0%,89%
05/23/2014,11%,26%,64%
05/22/2014,32%,0%,68%
05/21/2014,8%,43%,-49%
05/20/2014,40%,0%,60%
05/19/2014,14%,47%,39%
05/16/2014,9%,27%,-64%
05/15/2014,35%,35%,-31%
05/14/2014,16%,37%,-47%
05/13/2014,31%,34%,-36%
05/12/2014,38%,61%,2%
05/09/2014,53%,17%,-30%
05/08/2014,41%,25%,-34%
05/07/2014,11%,15%,-74%
05/06/2014,37%,13%,50%
05/05/2014,6%,0%,94%
04/30/2014,71%,15%,14%
04/29/2014,29%,0%,71%
04/28/2014,15%,55%,31%
04/25/2014,3%,56%,-41%
04/24/2014,31%,21%,-48%
04/23/2014,48%,9%,-43%
04/22/2014,47%,23%,31%
04/21/2014,32%,0%,68%
04/18/2014,34%,55%,-11%
04/17/2014,21%,20%,59%
04/16/2014,17%,35%,-48%
04/15/2014,50%,20%,-30%
04/14/2014,45%,5%,50%
04/11/2014,24%,23%,-53%
04/10/2014,42%,29%,29%
04/09/2014,78%,13%,10%
04/08/2014,7%,22%,71%
04/04/2014,0%,30%,69%
04/03/2014,61%,17%,22%
04/02/2014,72%,17%,-10%
04/01/2014,72%,20%,8%
03/31/2014,0%,29%,-71%
03/28/2014,24%,45%,-31%
03/27/2014,28%,0%,-72%
03/26/2014,27%,27%,45%
03/25/2014,43%,3%,54%
03/24/2014,23%,35%,42%
03/21/2014,2%,78%,20%
03/20/2014,13%,10%,-78%
03/19/2014,0%,15%,-85%
03/18/2014,38%,44%,18%
03/17/2014,31%,0%,69%
03/14/2014,50%,16%,-34%
03/13/2014,70%,20%,-10%
03/12/2014,49%,23%,28%
03/11/2014,36%,4%,60%
03/10/2014,100%,0%,0%
03/07/2014,8%,25%,-67%
03/06/2014,27%,57%,16%
03/05/2014,0%,16%,-84%
03/04/2014,35%,31%,-34%
03/03/2014,3%,4%,93%
02/28/2014,27%,30%,43%
02/27/2014,17%,23%,-60%
02/26/2014,28%,23%,-48%
02/25/2014,89%,7%,-4%
02/24/2014,0%,21%,79%
02/21/2014,1%,25%,-74%
02/12/2014,14%,3%,-83%
02/11/2014,18%,50%,-32%
02/10/2014,3%,93%,-3%
02/07/2014,20%,40%,40%
01/30/2014,62%,16%,23%
01/29/2014,36%,18%,45%
01/28/2014,55%,43%,-3%
01/27/2014,49%,2%,-49%
01/24/2014,80%,4%,-16%
01/23/2014,11%,0%,89%
01/22/2014,14%,0%,86%
01/21/2014,5%,0%,95%
01/20/2014,52%,11%,-37%
01/17/2014,63%,16%,21%
01/16/2014,17%,59%,-24%
01/15/2014,0%,63%,37%
01/14/2014,14%,3%,83%
01/13/2014,49%,51%,-1%
01/10/2014,33%,7%,-61%
01/09/2014,51%,19%,30%
01/08/2014,46%,33%,21%
01/07/2014,2%,17%,80%
01/06/2014,29%,42%,29%
01/03/2014,0%,0%,100%
01/02/2014,0%,26%,-74%
12/31/2013,4%,19%,77%
12/30/2013,14%,35%,50%
12/27/2013,18%,4%,78%
12/26/2013,29%,57%,14%
12/25/2013,9%,17%,74%
12/24/2013,27%,0%,73%
12/23/2013,28%,61%,11%
12/20/2013,5%,0%,95%
12/19/2013,62%,7%,-31%
12/18/2013,33%,15%,-53%
12/17/2013,0%,22%,-78%
12/16/2013,39%,8%,-53%
12/13/2013,29%,56%,15%
12/12/2013,1%,13%,86%
12/11/2013,65%,17%,18%
12/10/2013,48%,33%,19%
12/09/2013,10%,3%,87%
12/06/2013,20%,37%,42%
12/05/2013,34%,7%,-59%
12/04/2013,31%,16%,-53%
12/03/2013,0%,0%,100%
12/02/2013,0%,0%,-100%
11/29/2013,24%,40%,-35%
11/28/2013,50%,13%,-37%
11/27/2013,33%,15%,52%
11/26/2013,46%,26%,-28%
11/25/2013,49%,37%,14%
11/22/2013,0%,11%,-89%
11/21/2013,27%,65%,8%
08/30/2013,23%,31%,-46%
08/29/2013,71%,24%,6%
08/28/2013,28%,32%,-40%
08/27/2013,24%,76%,0%
08/26/2013,59%,7%,34%
08/23/2013,14%,27%,59%
08/22/2013,68%,17%,-16%
08/21/2013,12%,51%,37%
08/20/2013,44%,25%,31%
08/19/2013,8%,10%,82%
08/16/2013,23%,6%,-71%
08/15/2013,74%,6%,-20%
08/14/2013,14%,58%,-28%
08/13/2013,35%,55%,10%
08/12/2013,0%,24%,-76%
08/09/2013,63%,30%,-7%
08/08/2013,29%,63%,7%
08/07/2013,0%,87%,-13%
08/06/2013,11%,25%,64%
08/05/2013,0%,30%,70%
08/02/2013,17%,40%,-44%
08/01/2013,2%,30%,68%
07/31/2013,25%,0%,75%
07/30/2013,14%,56%,-30%
07/29/2013,0%,8%,-92%
07/26/2013,42%,52%,6%
07/25/2013,9%,74%,-17%
07/24/2013,30%,22%,48%
07/23/2013,37%,0%,63%
07/22/2013,0%,0%,100%
07/19/2013,55%,4%,-42%
07/18/2013,33%,24%,43%
07/17/2013,33%,60%,7%
07/16/2013,52%,28%,-20%
07/15/2013,9%,18%,73%
07/12/2013,47%,15%,38%
07/11/2013,47%,51%,2%
07/10/2013,38%,15%,46%
07/09/2013,0%,6%,94%
07/08/2013,49%,35%,16%
07/05/2013,13%,7%,-80%
07/04/2013,6%,75%,19%
07/03/2013,0%,10%,90%
07/02/2013,90%,8%,2%
07/01/2013,5%,24%,71%
06/28/2013,40%,33%,27%
06/27/2013,38%,11%,-51%
06/26/2013,20%,0%,80%
06/25/2013,10%,19%,71%
06/24/2013,19%,42%,-40%
06/21/2013,46%,45%,9%
06/20/2013,58%,25%,17%
06/19/2013,15%,71%,-13%
06/18/2013,12%,37%,-51%
06/17/2013,63%,22%,15%
06/14/2013,18%,10%,72%
06/13/2013,9%,49%,43%
06/07/2013,47%,20%,34%
06/06/2013,60%,22%,18%
06/05/2013,0%,25%,75%
06/04/2013,45%,19%,-36%
06/03/2013,11%,4%,-85%
05/31/2013,32%,21%,-47%
05/30/2013,23%,13%,-65%
05/29/2013,29%,57%,-14%
05/28/2013,6%,29%,-65%
05/27/2013,29%,11%,60%
05/24/2013,44%,0%,56%
05/23/2013,40%,41%,-19%
05/22/2013,0%,48%,-52%
05/21/2013,34%,15%,51%
05/20/2013,13%,57%,-30%
05/17/2013,26%,49%,25%
05/16/2013,31%,11%,58%
05/15/2013,4%,6%,90%
05/14/2013,57%,27%,-15%
05/13/2013,16%,33%,51%
05/10/2013,27%,41%,-32%
05/09/2013,4%,63%,-33%
05/08/2013,0%,15%,85%
05/07/2013,14%,23%,-64%
05/06/2013,73%,25%,-2%
05/03/2013,0%,8%,92%
05/02/2013,22%,3%,76%
04/26/2013,25%,10%,-65%
04/25/2013,6%,22%,-71%
04/24/2013,5%,14%,81%
04/23/2013,43%,36%,20%
04/22/2013,0%,0%,100%
04/19/2013,8%,18%,73%
04/18/2013,43%,13%,43%
04/17/2013,24%,5%,71%
04/16/2013,13%,49%,38%
04/15/2013,25%,34%,41%
04/12/2013,15%,18%,-67%
04/11/2013,27%,14%,-58%
04/10/2013,28%,14%,-58%
04/09/2013,41%,56%,3%
04/08/2013,2%,10%,88%
04/03/2013,19%,78%,-3%
04/02/2013,14%,37%,-49%
04/01/2013,0%,9%,91%
03/29/2013,11%,38%,51%
03/28/2013,50%,31%,-19%
03/27/2013,38%,29%,-33%
03/26/2013,0%,40%,60%
03/25/2013,14%,3%,83%
03/22/2013,52%,12%,-36%
03/21/2013,35%,6%,59%
03/20/2013,32%,60%,-8%
03/19/2013,14%,56%,30%
03/18/2013,28%,63%,-10%
03/15/2013,18%,0%,82%
03/14/2013,3%,5%,92%
03/13/2013,46%,28%,26%
03/12/2013,29%,33%,-39%
03/11/2013,54%,34%,-11%
03/08/2013,63%,7%,-30%
03/07/2013,5%,38%,-56%
03/06/2013,4%,89%,-8%
03/05/2013,7%,46%,47%
03/04/2013,39%,0%,61%
03/01/2013,45%,0%,55%
02/28/2013,35%,0%,65%
02/27/2013,17%,25%,-58%
02/26/2013,66%,25%,9%
02/25/2013,36%,35%,-30%
02/22/2013,19%,13%,68%
02/21/2013,8%,76%,16%
02/20/2013,21%,18%,61%
02/19/2013,11%,44%,-45%
02/18/2013,2%,76%,21%
02/08/2013,45%,3%,52%
02/07/2013,36%,15%,49%
02/06/2013,1%,77%,22%
02/05/2013,15%,55%,30%
02/04/2013,5%,9%,86%
02/01/2013,47%,1%,52%
01/31/2013,53%,0%,47%
01/30/2013,80%,14%,-6%
01/29/2013,0%,0%,100%
01/28/2013,1%,8%,92%
01/25/2013,21%,9%,70%
01/24/2013,37%,36%,-27%
01/23/2013,21%,2%,77%
01/22/2013,13%,13%,-73%
01/21/2013,55%,37%,-8%
01/18/2013,30%,48%,22%
01/17/2013,34%,3%,63%
01/16/2013,0%,85%,-15%
01/15/2013,54%,9%,38%
01/14/2013,1%,7%,92%
01/11/2013,14%,22%,-64%
01/10/2013,21%,11%,68%
01/09/2013,49%,14%,37%
01/08/2013,5%,10%,85%
01/07/2013,16%,70%,-14%
01/04/2013,25%,18%,-57%
12/31/2012,38%,0%,62%
12/28/2012,2%,69%,29%
12/27/2012,54%,36%,-10%
12/26/2012,0%,89%,-11%
12/25/2012,14%,16%,70%
12/24/2012,14%,35%,51%
12/21/2012,11%,33%,56%
12/20/2012,5%,68%,27%
12/19/2012,5%,14%,81%
12/18/2012,32%,67%,-2%
12/17/2012,22%,13%,-65%
12/14/2012,7%,35%,58%
12/13/2012,0%,19%,-81%
12/12/2012,30%,47%,-23%
12/11/2012,14%,33%,-52%
12/10/2012,2%,29%,-69%
12/07/2012,7%,49%,44%
12/06/2012,30%,38%,-32%
12/05/2012,53%,0%,47%
12/04/2012,22%,0%,78%
12/03/2012,24%,0%,76%
11/30/2012,34%,25%,41%
11/29/2012,21%,22%,-57%
11/28/2012,5%,82%,13%
11/27/2012,9%,9%,-82%
11/26/2012,1%,53%,-46%
11/23/2012,19%,2%,79%
11/22/2012,42%,49%,8%
11/21/2012,53%,0%,47%
11/20/2012,17%,69%,-14%
11/19/2012,0%,12%,88%
11/16/2012,0%,49%,51%
11/15/2012,33%,57%,-10%
11/14/2012,14%,52%,-33%
11/13/2012,0%,45%,-55%
11/12/2012,48%,23%,29%
11/09/2012,70%,2%,-28%
11/08/2012,20%,71%,-8%
11/07/2012,19%,80%,-1%
11/06/2012,23%,51%,26%
11/05/2012,0%,74%,-26%
11/02/2012,0%,56%,-44%
11/01/2012,29%,49%,-22%
10/31/2012,15%,46%,38%
10/30/2012,11%,0%,89%
10/29/2012,21%,39%,40%
10/26/2012,0%,34%,66%
10/25/2012,22%,13%,65%
10/24/2012,67%,0%,33%
10/23/2012,0%,1%,-99%
10/22/2012,1%,11%,88%
10/19/2012,7%,10%,83%
10/18/2012,8%,30%,62%
10/17/2012,40%,6%,-54%
10/16/2012,2%,1%,97%
10/15/2012,46%,48%,6%
10/12/2012,33%,38%,-29%
10/11/2012,50%,8%,-42%
10/10/2012,43%,1%,56%
10/09/2012,20%,0%,80%
10/08/2012,30%,0%,70%
09/28/2012,22%,0%,78%
09/27/2012,62%,0%,38%
09/26/2012,22%,76%,-2%
09/25/2012,3%,0%,-97%
09/24/2012,9%,10%,81%
09/21/2012,40%,58%,-3%
09/20/2012,19%,2%,-79%
09/19/2012,22%,35%,43%
09/18/2012,18%,33%,50%
09/17/2012,17%,12%,-71%
09/14/2012,43%,48%,10%
09/13/2012,6%,0%,-94%
09/12/2012,23%,45%,-31%
09/11/2012,38%,8%,-54%
09/10/2012,23%,39%,39%
09/07/2012,62%,0%,38%
09/06/2012,48%,17%,34%
09/05/2012,44%,23%,33%
09/04/2012,23%,16%,-61%
09/03/2012,19%,20%,61%
08/31/2012,0%,69%,-31%
08/30/2012,33%,67%,0%
08/29/2012,66%,34%,0%
08/28/2012,24%,37%,39%
08/27/2012,0%,23%,-77%
08/24/2012,14%,54%,-33%
08/23/2012,11%,54%,35%
08/22/2012,33%,0%,67%
08/21/2012,0%,16%,84%
08/20/2012,6%,12%,82%
08/17/2012,33%,56%,11%
08/16/2012,30%,15%,-55%
08/15/2012,65%,28%,-7%
08/14/2012,19%,73%,-8%
08/13/2012,62%,3%,35%
08/10/2012,45%,53%,3%
08/09/2012,21%,29%,50%
08/08/2012,38%,58%,4%
08/07/2012,38%,25%,-38%
08/06/2012,29%,10%,62%
08/03/2012,21%,12%,67%
08/02/2012,53%,0%,47%
08/01/2012,18%,0%,82%
07/31/2012,40%,43%,17%
07/30/2012,36%,24%,-40%
07/27/2012,2%,24%,-73%
07/26/2012,60%,10%,31%
07/25/2012,27%,4%,-69%
07/24/2012,2%,56%,42%
07/23/2012,12%,41%,47%
07/20/2012,52%,4%,44%
07/19/2012,59%,0%,41%
07/18/2012,4%,58%,38%
07/17/2012,18%,30%,52%
07/16/2012,55%,28%,-17%
07/13/2012,45%,9%,-45%
07/12/2012,4%,40%,56%
07/11/2012,0%,0%,100%
07/10/2012,51%,0%,49%
07/09/2012,0%,7%,-93%
07/06/2012,16%,54%,29%
07/05/2012,30%,67%,-3%
07/04/2012,25%,50%,-25%
07/03/2012,29%,41%,30%
07/02/2012,2%,0%,98%
06/29/2012,1%,11%,88%
06/28/2012,73%,13%,-13%
06/27/2012,49%,33%,18%
06/26/2012,8%,52%,40%
06/25/2012,33%,0%,67%
06/21/2012,28%,28%,-44%
06/20/2012,54%,26%,21%
06/19/2012,0%,42%,-58%
06/18/2012,34%,31%,-34%
06/15/2012,8%,0%,92%
06/14/2012,16%,65%,19%
06/13/2012,16%,0%,84%
06/12/2012,0%,41%,59%
06/11/2012,14%,65%,22%
06/08/2012,44%,27%,-29%
06/07/2012,36%,15%,-49%
06/06/2012,45%,53%,-2%
06/05/2012,3%,54%,43%
06/04/2012,71%,14%,-14%
06/01/2012,17%,71%,12%
05/31/2012,9%,31%,59%
05/30/2012,0%,33%,67%
05/29/2012,3%,0%,97%
05/28/2012,32%,52%,-16%
05/25/2012,0%,61%,-39%
05/24/2012,31%,10%,59%
05/23/2012,3%,13%,-84%
05/22/2012,19%,35%,45%
05/21/2012,0%,26%,-74%
05/18/2012,0%,47%,-53%
05/17/2012,9%,17%,74%
05/16/2012,69%,7%,-24%
05/15/2012,15%,30%,55%
05/14/2012,0%,32%,-68%
05/11/2012,28%,7%,-65%
05/10/2012,32%,56%,12%
05/09/2012,0%,55%,45%
05/08/2012,37%,9%,-54%
05/07/2012,22%,47%,31%
05/04/2012,0%,8%,92%
05/03/2012,4%,61%,35%
05/02/2012,75%,8%,17%
04/27/2012,0%,7%,-93%
04/26/2012,8%,90%,2%
04/25/2012,0%,84%,-16%
04/24/2012,11%,60%,-29%
04/23/2012,26%,39%,-35%
04/20/2012,15%,58%,27%
04/19/2012,61%,0%,39%
04/17/2012,3%,73%,23%
04/16/2012,15%,12%,73%
04/13/2012,61%,23%,16%
04/12/2012,25%,56%,19%
04/11/2012,0%,68%,32%
04/10/2012,0%,64%,-36%
04/09/2012,0%,21%,79%
04/06/2012,1%,21%,-77%
04/05/2012,16%,26%,57%
03/30/2012,10%,51%,38%
03/29/2012,0%,72%,28%
03/28/2012,32%,12%,-56%
03/27/2012,16%,33%,-51%
03/26/2012,20%,54%,26%
03/23/2012,0%,34%,-66%
03/22/2012,59%,32%,-9%
03/21/2012,0%,0%,100%
03/20/2012,51%,0%,-49%
03/19/2012,14%,17%,69%
03/16/2012,5%,0%,95%
03/15/2012,39%,59%,2%
03/14/2012,7%,35%,-57%
03/13/2012,10%,54%,37%
03/12/2012,9%,28%,63%
03/09/2012,15%,29%,56%
03/08/2012,16%,20%,63%
03/07/2012,18%,73%,-9%
03/06/2012,55%,36%,-9%
03/05/2012,24%,67%,-9%
03/02/2012,17%,0%,83%
03/01/2012,29%,0%,71%
02/29/2012,50%,48%,2%
02/28/2012,11%,18%,-70%
02/27/2012,84%,0%,16%
02/24/2012,74%,14%,-12%
02/23/2012,31%,0%,69%
02/22/2012,34%,0%,66%
02/17/2012,31%,27%,41%
02/16/2012,52%,29%,-19%
02/15/2012,6%,29%,65%
02/14/2012,19%,62%,-19%
02/13/2012,50%,37%,13%
02/10/2012,85%,15%,0%
02/09/2012,45%,2%,53%
02/08/2012,22%,3%,75%
02/07/2012,22%,45%,-33%
02/06/2012,73%,0%,27%
02/03/2012,33%,21%,46%
02/02/2012,8%,18%,73%
02/01/2012,15%,64%,-22%
01/31/2012,13%,7%,80%
01/30/2012,61%,0%,39%
01/20/2012,56%,1%,43%
01/19/2012,15%,49%,-36%
01/18/2012,1%,0%,-99%
01/17/2012,12%,51%,36%
01/16/2012,0%,3%,-97%
01/13/2012,52%,27%,-21%
01/12/2012,54%,29%,-17%
01/11/2012,39%,32%,29%
01/10/2012,8%,4%,88%
01/09/2012,0%,41%,59%
01/06/2012,0%,56%,-44%
01/05/2012,19%,24%,-56%
01/04/2012,51%,7%,-42%
12/30/2011,56%,16%,28%
12/29/2011,63%,22%,-15%
12/28/2011,5%,16%,79%
12/27/2011,24%,45%,-31%
12/26/2011,13%,6%,-80%
12/23/2011,59%,12%,29%
12/22/2011,0%,29%,71%
12/21/2011,49%,22%,-29%
12/20/2011,79%,8%,12%
12/19/2011,3%,7%,90%
12/16/2011,1%,30%,69%
12/15/2011,62%,14%,-24%
12/14/2011,37%,60%,3%
12/13/2011,15%,74%,-11%
12/12/2011,39%,28%,-34%
12/09/2011,16%,73%,10%
12/08/2011,56%,3%,41%
12/07/2011,0%,47%,53%
12/06/2011,26%,70%,5%
12/05/2011,32%,46%,-22%
12/02/2011,40%,6%,-54%
12/01/2011,46%,20%,-34%
11/30/2011,0%,53%,-47%
11/29/2011,7%,60%,33%
11/28/2011,24%,14%,61%
11/25/2011,10%,50%,41%
11/24/2011,36%,10%,54%
11/23/2011,16%,48%,36%
11/22/2011,28%,9%,64%
11/21/2011,1%,49%,-50%
11/18/2011,80%,17%,-3%
11/17/2011,38%,43%,-19%
11/16/2011,67%,3%,-30%
11/15/2011,2%,49%,48%
11/14/2011,49%,15%,37%
11/11/2011,52%,27%,21%
11/10/2011,11%,42%,-47%
11/09/2011,2%,44%,54%
11/08/2011,11%,42%,-47%
11/07/2011,50%,48%,-2%
11/04/2011,26%,32%,-41%
11/03/2011,8%,5%,-87%
11/02/2011,5%,23%,72%
11/01/2011,66%,15%,19%
10/31/2011,18%,7%,76%
10/28/2011,22%,27%,52%
10/27/2011,40%,16%,44%
10/26/2011,28%,0%,72%
10/25/2011,19%,0%,81%
10/24/2011,13%,35%,52%
10/21/2011,18%,7%,-75%
10/20/2011,3%,9%,-88%
10/19/2011,26%,35%,-39%
10/18/2011,0%,28%,-72%
10/17/2011,28%,50%,-22%
10/14/2011,25%,40%,34%
10/13/2011,23%,0%,77%
10/12/2011,6%,50%,44%
10/11/2011,0%,1%,-99%
10/10/2011,80%,10%,-10%
09/30/2011,48%,0%,52%
09/29/2011,0%,1%,-99%
09/28/2011,42%,12%,-46%
09/27/2011,69%,19%,-12%
09/26/2011,0%,2%,-98%
09/23/2011,75%,5%,20%
09/22/2011,0%,58%,-42%
09/21/2011,12%,1%,87%
09/20/2011,21%,0%,79%
09/19/2011,8%,45%,-48%
09/16/2011,27%,27%,-45%
09/15/2011,34%,8%,58%
09/14/2011,23%,53%,24%
09/13/2011,1%,79%,-20%
09/09/2011,34%,24%,-42%
09/08/2011,14%,15%,70%
09/07/2011,17%,46%,37%
09/06/2011,56%,38%,5%
09/05/2011,22%,65%,13%
09/02/2011,30%,66%,-4%
09/01/2011,28%,15%,-57%
08/31/2011,77%,0%,23%
08/30/2011,33%,0%,-67%
08/29/2011,18%,26%,56%
08/26/2011,0%,34%,66%
08/25/2011,39%,34%,27%
08/24/2011,31%,45%,23%
08/23/2011,1%,9%,90%
08/22/2011,35%,19%,-46%
08/19/2011,0%,43%,57%
08/18/2011,60%,36%,-4%
08/17/2011,52%,28%,-20%
08/16/2011,7%,0%,93%
08/15/2011,27%,16%,56%
08/12/2011,76%,0%,24%
08/11/2011,5%,10%,86%
08/10/2011,49%,0%,51%
08/09/2011,10%,57%,33%
08/08/2011,0%,34%,-66%
08/05/2011,13%,81%,-6%
08/04/2011,67%,26%,-7%
08/03/2011,4%,20%,76%
08/02/2011,0%,49%,-51%
08/01/2011,24%,54%,22%
07/29/2011,23%,26%,-51%
07/28/2011,9%,74%,-18%
07/27/2011,10%,43%,47%
07/26/2011,24%,50%,26%
07/25/2011,8%,10%,-81%
07/22/2011,63%,30%,-7%
07/21/2011,40%,18%,-43%
07/20/2011,12%,25%,-63%
07/19/2011,39%,16%,-45%
07/18/2011,36%,21%,43%
07/15/2011,21%,47%,32%
07/14/2011,61%,22%,17%
07/13/2011,23%,23%,54%
07/12/2011,0%,16%,-84%
07/11/2011,25%,41%,33%
07/08/2011,59%,0%,41%
07/07/2011,61%,0%,-39%
07/06/2011,24%,5%,71%
07/05/2011,21%,50%,29%
07/04/2011,8%,8%,84%
07/01/2011,0%,32%,-68%
06/30/2011,6%,13%,81%
06/29/2011,57%,30%,-13%
06/28/2011,0%,24%,-76%
06/27/2011,19%,23%,58%
06/24/2011,22%,12%,66%
06/23/2011,6%,10%,84%
06/22/2011,31%,11%,-57%
06/21/2011,29%,45%,26%
06/20/2011,33%,11%,57%
06/17/2011,37%,8%,-55%
06/16/2011,41%,14%,-45%
06/15/2011,0%,0%,-100%
06/14/2011,0%,18%,82%
06/13/2011,2%,46%,53%
06/10/2011,15%,6%,79%
06/09/2011,42%,2%,-57%
06/08/2011,58%,14%,27%
06/07/2011,2%,36%,62%
06/03/2011,29%,17%,53%
06/02/2011,11%,75%,-15%
06/01/2011,26%,26%,49%
05/31/2011,7%,4%,89%
05/30/2011,48%,30%,23%
05/27/2011,11%,16%,-73%
05/26/2011,15%,21%,-64%
05/25/2011,42%,0%,-58%
05/24/2011,10%,82%,-8%
05/23/2011,16%,1%,-83%
05/20/2011,4%,16%,-80%
05/19/2011,11%,43%,46%
05/18/2011,7%,26%,67%
05/17/2011,27%,0%,73%
05/16/2011,50%,25%,-25%
05/13/2011,28%,56%,16%
05/12/2011,57%,19%,-24%
05/11/2011,5%,29%,65%
05/10/2011,0%,68%,-32%
05/09/2011,39%,23%,-38%
05/06/2011,1%,35%,64%
05/05/2011,46%,50%,-4%
05/04/2011,41%,3%,-56%
05/03/2011,36%,61%,3%
04/29/2011,38%,8%,54%
04/28/2011,0%,3%,-97%
04/27/2011,21%,7%,-72%
